professor,comment,rating
Lawrence Angrave,"He makes lectures enjoyable and is also very willing to answer questions during or after lectures. Grading is fair. Do all the mps and you'll be fine. Overall, best class to take at U of I!!!I totally enjoy this class. ps; I didn't have any programming experience prior taking this class. It's not that hard as it might sound.",5.0
Lawrence Angrave,I want to give him a hug.,5.0
Lawrence Angrave,Probably the best professor I have ever known. the class is really fun and he has a good sense of humor. There are a lot of extra credit opportunities (I ended up with over a 100% score).,5.0
Lawrence Angrave,"Lawrence Angrave is the best computer science teacher I have ever had. He has a real passion for what he does and I highly recommend taking this course if you are looking for a good cs class to take. Be forewarned, there are weekly MPs (Machineproblems) due each Monday at 8 pm, and they require around 3-8 hours of work, depending on your experience",5.0
Lawrence Angrave,He was a fantastic lecturer.  This class was amazing and truly reccomend it to others.  He made  me excited to attend class.,4.5
Lawrence Angrave,"Awesome Professor and an awesome lecturer. He's very upbeat which helps keep my attention, very clear, and he's always open for questions in the lecture and before/after the lecture.",5.0
Lawrence Angrave,"if you're having a bad day (or a good day) go to class. angrave is fun, quirky, inspiration, and quite an idealist. lots of talk about true love and zombies. if you sit in the front you will be called out for examples. if you haven't programmed before it will be difficult but if you're willing to put in the time i definitely recommend the class",4.5
Lawrence Angrave,I highly recommend Prof. Angrave.  He clearly loves what he does and knows a lot about Java.  I had not known anything about the subject before taking this class and he made it seem easy and helped a lot.  I actually stopped doing the readings halfway through the semester and he lectures were clear enough for me to get an A.,5.0
Lawrence Angrave,"Pretty easy class.  Professor was funny when I went, but going to class certainly is not necessary.  As long as you do a couple hours of work each week there is no excuse to not get an A.",4.5
Lawrence Angrave,great,5.0
Lawrence Angrave,wheee,4.0
Lawrence Angrave,Unusually humorous and highly understandable - that's a gem for computer science professors!,5.0
Lawrence Angrave,"Not really that good at explaining. If I didn't know anything about CS before taking this class, I would have had a hard time. He spends the whole class joking and teaches very little, yet wants you to go to every lecture as if it's incredibly important.",4.0
Lawrence Angrave,"Great, clear, funny, fair.",5.0
Lawrence Angrave,"Very charismatic and excited about the subject, and in that sense he gets you excited as well. He does seem many times to spend more time trying to entertain the students than actually effectively teach matter. A lot of students have to rely on others and the internet a lot of the time to understand topics in the MPs.",4.0
Lawrence Angrave,"One of the most charismatic teachers at the Universitiy. He loves his work, and he'll make you love it too. While it was one of my trickier classes, it was the only class I loved to attend. Lectures are riddled with jokes and demonstrations. The difficult and abstract subject matter is make quite simple. Highly recommend Prof. Angrave.",5.0
Lawrence Angrave,"A charismatic teacher that really knows his stuff. He tries to lighten up lectures by telling corny jokes and letting students to interact with each other. Could be a bit better while explaining concepts, but he has brought many students a long way and is one of the best.",4.5
Lawrence Angrave,Always made himself available and was a lot of fun to listen to during lectures. Truly a great proffessor,4.5
Lawrence Angrave,"He's a great teacher, clearly in love with his work and tries to make the students fall in love with CS as well. Always incredibly interesting and funny (in a cheesy way). And you can't go wrong with that accent! Ow ow!",5.0
Lawrence Angrave,"Great professor! Very experienced in not only the course material, but it's applications as well(he had two start ups before, one was bought by EA and I forgot about the other). Has great interest in teaching, and good clarity. MPs are neither hard nor easy, but plain fun. Highly recommended.",4.5
Lawrence Angrave,Good professor. I would recommend him,4.5
Lawrence Angrave,"Welcome to the Matrix. That's this guy. Totally dedicated to the subject of system programming and doing ""cool stuff"" with computers is what Prof. Angrave is all about.",4.0
Lawrence Angrave,This guy is awesome.,5.0
Lawrence Angrave,I loved it when he took the floor. He is so charismatic and can make hard concepts seem simple. He can really get you motivated about computer science and relates all the things you'll learn in his class to upper level courses. He also brings in guest speakers. The projects you do are challenging but practical. He's one of the best.,5.0
Hassan Arvin-Rad,"We are graded off of two midterms, a final exam, and problem sets, which count for homework. The problem sets are quite easy, he posts videos to show you exactly how to do them. The exams aren't bad, similar to the problem sets. If you ask the right questions and come to lecture, you'll be fine.",5.0
Hassan Arvin-Rad,Good professor!,5.0
Hassan Arvin-Rad,"Econometrics was a tough class, especially over the summer. Professor Arvin-Rad explains everything really thoroughly, which helped a lot. He is committed to making sure students understand the material, and he answers questions in detail. He also curves and he'll bump up your grade if you're on the cusp and you attend lecture.",5.0
Hassan Arvin-Rad,"This class was not easy, but the material was interesting and the professor was very knowledgable on the subject matter. I specifically liked the applications of the course and using/learning R. I do wish there was more homework to get more opportunities to practice. Going to class was also a must to stay caught up.",4.0
Hassan Arvin-Rad,"So many good topics to get into. Housing, discrimination, maternal leave, company compensation, school lunch effectiveness. One thing I would recommend is to know R beforehand. I didn't work hard in this class and would deeply regret it.",5.0
Hassan Arvin-Rad,"Read the lecture notes after class. Very comprehensive introduction to data. He also gives us lots of data sets for us to play with. Very accessible outside of class. Everything is online, including books. Class uses R studio",5.0
Hassan Arvin-Rad,"undergrad level econometrics is just basic: basic linear algebra+basic stats+some theorems. should be a no brainer for most econ students. those who cant even follow Arvin-rad's lectures should consider switching to a ""more arts"" major. PS(homework) could be lengthy, but was graded on completion rather than correctness. Overall a very doable course",4.0
Hassan Arvin-Rad,"He is a little hard to understand, but overall great professor. Curves the midterms to an 81, and then curves the class to a median of 81. Attendance is optional, but he does still take attendance which I imagine he uses to bump your grade if youre on the border. The material is straight forward, and he does plenty of examples during class.",5.0
Hassan Arvin-Rad,"Yeah be is a little boring and he has accent. But who cares? He is a great professor that teaches you everything you need in HW and Exams. I mean, how rare is that? All you have to do is pay a little attention and you get an A.",5.0
Hassan Arvin-Rad,"a great professor! 5/5! His English is poor, but Econometrics is basically math, so no worry. the teaching is clear, the content is easy, grader is a little harsh, but still a steady A.",5.0
Hassan Arvin-Rad,"Arvid-Rad is definitely someone who loves to teach and it shows. However, while he clearly cares about his students, his lectures are incredibly dull and often repetitive. Homework grading is lax but exam grading is nit-picky. If you depend upon instructor accessibility, hes an awesome choice. Otherwise, hes solidly average.",4.0
Hassan Arvin-Rad,Extremely nice and knowledgeable professor.,5.0
Hassan Arvin-Rad,"As a maths major, I think his ECON471 is very clear and easy but I've also heard negative feedbacks from my classmates. So if you are really willing to study hard and you have a background in statistics/econometrics/mathematics, you should get an easy A from this class. He's also very nice and patient.",5.0
Hassan Arvin-Rad,Lecture are sometime long but you'll learn a lot in his class. Only a few homework assignments and tests that you'll be prepared for if you go to lecture everyday.,4.0
Hassan Arvin-Rad,"Yes his tests were hard, but they were accompanied by a 10% curve. Other than that, I have no complaints about anything he taught. I found the course to be incredibly easy, just got to lecture and pay attention. I never cracked the book, or studied more than an hour for any of the exams and ended with a 103% in the class. Would recommend.",4.5
Hassan Arvin-Rad,"Exams can be difficult, but definitely doable. Also, he gives a pretty decent curve. Reading the textbook really helps, unless you pay close attention to class. Written portion of exam resembles the homework. The professor is helpful, but expects a bit more from students than the other econ professors at the university.",4.5
Hassan Arvin-Rad,He is a nice and great professor. I like him. The thing is the exams are quite hard.,4.5
Hassan Arvin-Rad,"Great Professor. Very nice guy and always willing to help. Go to the class, it's maybe a little bit boring but it's helpful for the exam. If you pay attention to this class, you will be fine and you can really learn something. Take ECON302 with he! Great choice!",4.5
Hassan Arvin-Rad,"Go to class and you will be fine. For those who don't understand derivation you should go retake calculus. Can be difficult to understand at times but is very welcoming if you approach him. Good teacher, and recommend taking him over other teachers. Class average tends to be low, which is fine. He makes the class difficult.",4.5
Hassan Arvin-Rad,"Arvin-Rad is a great professor and really cares about getting his students to understand the concepts. He always comes to class with a smile and pushes through dumb business-major type questions. The people who complain about him are the ones who know absolutely no math, or are used to their easy BUS classes. He curves to a B. Great prof. Love him.",4.0
Hassan Arvin-Rad,"Having had the misfortune of taking another ECON 302 class and dropping it mid-way, I can attest that this one is definitely easier. Sure home work assignmets can be hard and the exams will challenge you to think critically. That said there is a great curve in the end and you will learn a lot!",4.5
Hassan Arvin-Rad,"ECON 302 is hard, but Arvin-Rad makes it somewhat easier. Lecture is VERY boring, but EXTREMELY helpful if you can stay awake. The tests are very hard but he puts a HUGE curve on the class so that the average is a B. Go to office hours if you need help w/ homework or just understanding. Arvin-Rad is VERY HELPFUL & somehow has a simile everyday.",4.0
Hassan Arvin-Rad,"Very fair grader, based on class average instead of percentage. Just got an A on the second midterm (1 std. dev. away from the class avg.), which I attribute to forcing myself to lecture despite how boring it is to sit through.",4.0
Hassan Arvin-Rad,"Incredibly nice guy and he always has a smile on his face. I think the difficulty of this class is way overblown... he definitely dumbs it down so the business majors can keep up. He repeats everything 5x so if you don't get it, well...that may be your fault. Grading was very generous, as was the final curve. If you go to class, you'll be fine.",5.0
Hassan Arvin-Rad,"This class was a refreshing change after two semesters of ECON 102 AND 103 by Gotheil that can perhaps best be described as torture. Save for a few who probably don't think very highly about studying, this class, however, should not really prove challenging and definitely not too boring.",4.0
Hassan Arvin-Rad,"Arvin-Rad clearly has full command of the subject matter, and seems to love what he is doing. The class is easy too- for a 200 level, what we were required to do was basically peanuts. Recommended!",4.0
Hassan Arvin-Rad,I found him very approachable and genuinely interested in helping students. Overall I enjoyed the class. It is not hard at all provided you put some effort and attend classes. Plus the curve is pretty generous.,4.0
Hassan Arvin-Rad,"I have taken another section (then I dropped).  This one is def easier.  Apparently, he will curve a lot...but i guess i will find out soon enough.  It's still tough material though.",4.0
Hassan Arvin-Rad,"This class isn't the easiest, but Econ 302 with him is easier with him from what I've heard from everyone. Don't buy the books. Lecture slides are all you need. Going to class is definitely helpful, although not necessary. Other people said he was hard to understand, I didn't think so at all. He's a nice guy and is always willing to help.",4.0
Hassan Arvin-Rad,Nice guy.  All of the HW's and exams are straightforward questions. He curves the class average to a B.  If you study the lecture slides you don't have to go to class,4.5
Hassan Arvin-Rad,"TAKE THIS CLASS!!! I have taken other sections of Econ 302 and all of them have MUCH harder material. The best part about this professor is that his class is not calculus intensive, while other sections of ECON 302 are. The class average was very low, mostly because people never showed up to class. HWs are easy. Class was curved by ALOT",5.0
Hassan Arvin-Rad,"He is really NOT hard to understand. the only thing about his accent is that he says ""r's"" and ""w's"" :) He's so adorable, very helpful. exams cover exactly wats on hw. Avg in class is 63% and he makes the avg a B. Truthfully his lectures are boring but he really likes ppl that go and he learns your name. His ppts are all online and very thorough.",4.5
Hassan Arvin-Rad,i'm listening to his lecture right now and I can just tell that he's a wonderful teacher.I love you arvin!,5.0
Hassan Arvin-Rad,He knows his stuff. Willing to answer any question given by a student. He follows the book almost perfectly. Attending lectures is helpful but not required. He is great with his students. Has some issues during lectures. He says uhm.. a lot and sometimes struggles get his point across. Quizzes are not that hard and he curves generously. Median=B,4.5
Hassan Arvin-Rad,he is very cool,5.0
Hassan Arvin-Rad,"Hassan is a great professor.  If you go to class and actually listen to what he has to say and you pay attention, you will realize that he is a very good teacher and makes things clear.  He is very repetitive and will answer any questions.  Also, if you don't do your own homework, you are screwed. So go to class and do your hw and you will be fine",4.5
Carol Augspurger,"This was the hardest class I have ever taken in my college career. It was awful. BUT, Dr. A is an amazing, caring, and super helpful. If you are willing to work hard, this is a really outstanding class to take. If you don't like to work, don't take it.",5.0
Carol Augspurger,class is ALOT of work but you'll get so much out of it whether u want to or not. Dr. A is amazing. She takes time to know every student by face and name & really trains ur mind to be able to think in new ways. exams fairly hard but by the end of the semester u get used to how to think about & answer her questions. this class was mind blowing.,5.0
Carol Augspurger,"Dr. A is freaking amazing. Can I be her when I grow up? Yes, her class is a lot of work, but it's worth it. She is an incredible scientist, educator, and all-around person.",5.0
Carol Augspurger,"if you take lab, get ready to forget about your social life and buy a lot of coffee.",4.0
Carol Augspurger,The best Professor I have ever had the fortune of working with. She will force higher quality work out of you than you ever thought possible; and then hold you to that standard. I have worked professionally with over 15 graduate degree holding ecologists; collectively they know (much!) less than Carol. Take her Ecology class!,5.0
Carol Augspurger,"Very knowledgeable and care about student a lot, teaching is her life now. There will be some papers but it's totally worthy. Take her class if you have a chance.",5.0
Carol Augspurger,Dr. A is one of the hardest professor's I have had thus far. She really wants you to understand over-arching concepts and be able to think deductively. Despite how hard the class was it was hand's down one of the most influential classes I will ever take. Everyone should be required to take this class. Not an easy A.,4.0
Carol Augspurger,"Carol is very helpful, but this course do require a LOT effort.",4.5
Carol Augspurger,Dr. A is not easy but she's hands down one of the best professors I've ever had.,5.0
Carol Augspurger,"Dr. A is a super sweet woman who is passionate about Ecology and helping her students. Although the SDP projects are time consuming and the tests do not come easy, she and the T.A's are willing to help you if you go to office hours",5.0
Carol Augspurger,Great professor.  Very caring and wants everyone to succeed.  Tests are pretty hard and 2 research papers are very work-intensive but do-able.  Super nice woman who wants to help.,4.0
Carol Augspurger,A great class. Dr. Augspurger is an outstanding teacher and mentor!,5.0
Carol Augspurger,"I graduated 2008 and am now heading on to grad school. Was very work intensive, and we did more adv. statistics for the lab reports than I did in my statistics class. If you plan on going into research, this is the one class that will prepare you the best. Enjoy it, she makes it this way for your own benefit and does her best to help if you ask.",4.5
Carol Augspurger,Very helpful and cares about students. Work very intense but if you do the work you can get an A. Hardest part is writing the scientific manuscripts.,5.0
Carol Augspurger,"She expects so much out of her students, so there are a lot of people that have bitter feelings towards her. While the cowbell may feel demeaning, it's a reasonable way to regain the attention of the class. She solidfied my desire to go into Conservation Biology.",4.5
Carol Augspurger,"She really cares about her students, and her teaching method is outstanding.  If you plan on a career in science, this class is probably the best undergrad prep you can get aside from independent study.  Those long assignments show you what the scientific method is in action.  Best prep course of my undergrad, helped me later on in so many classes.",4.5
Carol Augspurger,Wow...carol is somebody else. She's extremely intense and makes you work constantly. This class is a TON of work. At some times it can be fun (catching fish in a river and working in forests/fields) but it's sooo much work. Probably the hardest class I've taken so far. Good luck with it...,4.5
Carol Augspurger,"Don't get me wrong, this class can be very challenging if you don't stay on-top of the work load. With that said, the class is really rewarding and I felt I learned a lot.  You can't ask for a better professor who  cares more about her students (after all she is in charge of the IB Undergrad Curriculum).",5.0
Carol Augspurger,"Simply amazing professor. She knows everyone's name, is completely fascinating. Challenging and time consuming course, but nonetheless wonderful.",4.5
Carol Augspurger,Her classes were the staple of my college career.  Never a more caring and awesome professor at UIUC!  She absolutely loves what she does and it shows.,5.0
Carol Augspurger,She was such a sweet lady and really cared about how her kids did in her class!  She can be a little intimidating calling on people randomly in class but the questions she asks aren't hard.  Her tests are all written so that was a little hard but she definitely knows what she's talking about and she seemed to to put a lot of effort into teaching.,4.5
